complaint_id,date,lat,lng,medicine_id,purchased_from_facility_id,description,reported_price,standard_price,estimated_loss,verified,district,city,state,postcode
CMP-91A42DDA,2024-05-10,5.647248,100.489727,MED-A2FD86E4,,Medicine purchased from street vendor near the market.,15.82,22.0,28.18,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-C4F2E30D,2023-05-25,1.486662,103.745429,MED-80150E17,FAC-4692ED35,Medicine purchased from street vendor near the market.,10.37,18.0,7.63,True,Skudai,Johor Bahru,Johor,81300
CMP-E140A50F,2022-12-15,1.461544,103.757263,MED-B036DD9C,,Patient hospitalised after consumption; batch number not in national registry.,66.39,95.0,123.61,False,Kulai,Kulai,Johor,81000
CMP-DE9E12FF,2024-12-28,3.100452,101.696134,MED-D0A5410E,FAC-44382B09,No improvement after full course; lab test confirmed inactive ingredient.,3.52,4.0,0.48,True,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-04E70484,2024-11-24,1.491449,103.728613,MED-F1BD0EC9,FAC-C84DEF5D,Multiple neighbours bought same batch; all reported ineffectiveness.,4.49,8.5,4.01,False,Kulai,Kulai,Johor,81000
CMP-4D3088CA,2024-10-08,1.461512,103.762383,MED-C029044A,,Blister pack labelling inconsistent with MOH-registered product.,5.97,9.0,12.03,True,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-64E48461,2024-01-17,2.685026,101.964901,MED-BFB0E7CA,FAC-A3606986,Multiple neighbours bought same batch; all reported ineffectiveness.,18.66,30.0,11.34,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-F639DC5B,2023-10-03,5.422494,100.340524,MED-A601320E,,Barcode does not scan; product unverifiable in MOH system.,6.71,18.5,30.29,False,Jasin,Jasin,Melaka,77000
CMP-80C57108,2022-05-09,3.082192,101.506863,MED-A601320E,FAC-5E4DE973,Unusual smell and texture; patient developed a rash after use.,16.47,18.5,2.03,True,Shah Alam,Shah Alam,Selangor,40000
CMP-5E64D036,2024-09-09,3.16708,101.696836,MED-F1BD0EC9,,Medicine purchased from street vendor near the market.,6.23,8.5,10.77,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-EAB451DA,2024-10-18,4.643191,101.093377,MED-94DCD221,FAC-28F771B5,Tablet colour differs from usual; patient experienced no relief.,3.65,6.0,2.35,True,Ipoh,Ipoh,Perak,30000
CMP-031A3968,2024-01-19,3.046586,101.441627,MED-BFB0E7CA,,Blister pack labelling inconsistent with MOH-registered product.,10.21,30.0,49.79,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-A1D484A9,2023-04-16,2.727031,101.946451,MED-A601320E,,Packaging seal already broken upon purchase.,5.99,18.5,31.01,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-E11AF6B1,2024-04-12,3.088351,101.466813,MED-9EB4B8D6,FAC-F9EE4390,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,6.11,7.0,0.89,True,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-DCCAA752,2024-08-24,2.767263,101.925512,MED-B85A6ED2,FAC-B2831513,Outer box appeared genuine but inner foil pack had no hologram.,6.68,5.5,1.18,False,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-A1444D73,2022-08-19,5.646752,100.490032,MED-1711A01F,,Seller refused to provide receipt; medicine stored without refrigeration.,1.65,2.5,3.35,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-BEBE498C,2022-03-19,5.644672,100.489138,MED-9EB4B8D6,,Medicine purchased from street vendor near the market.,3.85,7.0,10.15,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-91143F2C,2024-04-22,3.159333,101.700933,MED-59EB08A3,,Multiple neighbours bought same batch; all reported ineffectiveness.,7.37,12.0,16.63,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-42681CB2,2024-06-25,3.16424,101.69333,MED-A601320E,,Packaging seal already broken upon purchase.,13.47,18.5,23.53,False,Alor Setar,Alor Setar,Kedah,05000
CMP-610F8D3D,2022-03-06,1.461005,103.759511,MED-59EB08A3,,No improvement after full course; lab test confirmed inactive ingredient.,3.84,12.0,20.16,True,Skudai,Johor Bahru,Johor,81300
CMP-D4E01065,2024-03-11,3.080368,101.530782,MED-9EB4B8D6,,Packaging seal already broken upon purchase.,2.13,7.0,11.87,False,Langkawi,Kuah,Kedah,07000
CMP-1FF37540,2024-11-23,3.046158,101.443061,MED-9EB4B8D6,,Price was 60% below standard — suspect adulterated product.,3.53,7.0,10.47,True,Johor Bahru,Johor Bahru,Johor,80000
CMP-7120BE4A,2022-03-05,5.645464,100.487189,MED-48A0F963,,Online purchase via Telegram; seller account now deleted.,7.72,12.0,16.28,False,Shah Alam,Shah Alam,Selangor,40000
CMP-367E8BF7,2024-04-18,4.64209,101.095207,MED-BFB0E7CA,FAC-28F771B5,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,26.82,30.0,3.18,True,Ipoh,Ipoh,Perak,30000
CMP-BA0CBECD,2023-10-17,1.457998,103.759835,MED-BFB0E7CA,,Multiple neighbours bought same batch; all reported ineffectiveness.,16.23,30.0,43.77,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-647D61D0,2023-03-16,5.449321,100.289486,MED-A2FD86E4,FAC-0A5D8A94,Online purchase via Telegram; seller account now deleted.,14.04,22.0,7.96,True,Seberang Perai,Perai,Penang,13600
CMP-261D2F91,2023-03-05,3.048366,101.442766,MED-C029044A,,Seller refused to provide receipt; medicine stored without refrigeration.,4.52,9.0,13.48,False,Titiwangsa,Kuala Lumpur,Kuala Lumpur,53200
CMP-C61A67CA,2022-03-25,5.423981,100.341606,MED-80150E17,,Blister pack labelling inconsistent with MOH-registered product.,6.3,18.0,29.7,True,Langkawi,Kuah,Kedah,07000
CMP-D0E2E473,2023-10-13,2.68746,101.966153,MED-B71DF9FF,FAC-A3606986,Medicine purchased from street vendor near the market.,7.93,6.5,1.43,True,Port Dickson,Port Dickson,Negeri Sembilan,71000
CMP-53FF2ED3,2023-02-04,5.422788,100.338564,MED-94DCD221,,Seller refused to provide receipt; medicine stored without refrigeration.,3.78,6.0,8.22,True,Kampar,Kampar,Perak,31400
CMP-B47C4D9E,2023-02-06,6.139163,100.366421,MED-1711A01F,FAC-E691F464,Packaging seal already broken upon purchase.,2.96,2.5,0.46,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-7D58142B,2024-12-20,3.166548,101.697541,MED-B71DF9FF,,Expiry date appears tampered — original date scratched off.,3.0,6.5,10.0,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-029B979C,2022-12-21,3.041813,101.446354,MED-B71DF9FF,,Outer box appeared genuine but inner foil pack had no hologram.,3.61,6.5,9.39,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-0094C2F8,2022-12-10,6.0863,100.326386,MED-80150E17,FAC-F1874C81,Outer box appeared genuine but inner foil pack had no hologram.,23.15,18.0,5.15,False,Sungai Petani,Sungai Petani,Kedah,08000
CMP-7E9FA7A3,2022-03-13,2.725677,101.945694,MED-FB58034C,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,13.06,22.0,30.94,False,Ampang,Ampang,Selangor,68000
CMP-4B75D070,2023-11-19,5.42762,100.33921,MED-28EB3902,,Seller refused to provide receipt; medicine stored without refrigeration.,29.93,55.0,80.07,False,Georgetown,Georgetown,Penang,10000
CMP-D35A4086,2022-09-18,1.458941,103.762288,MED-B71DF9FF,,Medicine purchased from street vendor near the market.,4.36,6.5,8.64,False,Muar,Muar,Johor,84000
CMP-49EC3419,2024-12-25,3.080894,101.529846,MED-99B74A7E,,Outer box appeared genuine but inner foil pack had no hologram.,12.59,25.0,37.41,False,Sepang,Sepang,Selangor,43900
CMP-3AC95866,2022-04-08,2.135418,102.241932,MED-C029044A,FAC-5FB1305A,Expiry date appears tampered — original date scratched off.,10.68,9.0,1.68,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-81543AFD,2024-04-29,3.079981,101.530142,MED-F1BD0EC9,,Expiry date appears tampered — original date scratched off.,4.33,8.5,12.67,True,Klang,Klang,Selangor,41000
CMP-F1DABFF9,2023-12-04,3.162744,101.6983,MED-B036DD9C,,Outer box appeared genuine but inner foil pack had no hologram.,64.19,95.0,125.81,False,Langkawi,Kuah,Kedah,07000
CMP-CF86C887,2022-01-14,2.723711,101.94555,MED-FB58034C,,Packaging seal already broken upon purchase.,15.81,22.0,28.19,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-1DCD7294,2022-10-30,5.423638,100.338202,MED-80150E17,,Seller refused to provide receipt; medicine stored without refrigeration.,12.76,18.0,23.24,False,Langkawi,Kuah,Kedah,07000
CMP-F3735BFC,2023-05-18,3.079448,101.526705,MED-0A195B42,,Medicine purchased from street vendor near the market.,7.13,14.0,20.87,False,Shah Alam,Shah Alam,Selangor,40000
CMP-4E50D8D9,2022-10-28,5.427561,100.33909,MED-99B74A7E,,Seller refused to provide receipt; medicine stored without refrigeration.,7.59,25.0,42.41,False,Kampar,Kampar,Perak,31400
CMP-E28B66D7,2024-07-26,3.042137,101.444187,MED-48A0F963,,Medicine purchased from street vendor near the market.,3.82,12.0,20.18,True,Langkawi,Kuah,Kedah,07000
CMP-FD9831A1,2024-04-22,3.083023,101.531328,MED-1711A01F,,Unusual smell and texture; patient developed a rash after use.,1.57,2.5,3.43,False,Langkawi,Kuah,Kedah,07000
CMP-CFC9BA7F,2023-02-14,3.082828,101.528544,MED-B85A6ED2,,Expiry date appears tampered — original date scratched off.,2.21,5.5,8.79,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-20218E25,2022-06-13,2.159389,102.209073,MED-A2FD86E4,FAC-19FADAF6,No improvement after full course; lab test confirmed inactive ingredient.,22.65,22.0,0.65,True,Melaka Tengah,Melaka,Melaka,75000
CMP-9DBCE94E,2022-04-04,3.06423,101.565421,MED-99B74A7E,FAC-17D3633A,Tablet colour differs from usual; patient experienced no relief.,29.52,25.0,4.52,False,Klang,Klang,Selangor,41000
CMP-8F6BF027,2022-07-08,3.087889,101.466812,MED-9EB4B8D6,FAC-F9EE4390,Online purchase via Telegram; seller account now deleted.,8.03,7.0,1.03,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-C1377E4B,2024-03-27,3.165195,101.696078,MED-80150E17,,Barcode does not scan; product unverifiable in MOH system.,9.84,18.0,26.16,False,Ipoh,Ipoh,Perak,30000
CMP-FA332B9D,2022-09-01,5.426843,100.339865,MED-A2FD86E4,,Expiry date appears tampered — original date scratched off.,12.01,22.0,31.99,False,Sentul,Kuala Lumpur,Kuala Lumpur,51000
CMP-16E89F12,2023-09-15,5.42374,100.340056,MED-F1BD0EC9,,Seller refused to provide receipt; medicine stored without refrigeration.,5.96,8.5,11.04,False,Taiping,Taiping,Perak,34000
CMP-760F1AA2,2023-09-30,4.587723,101.081274,MED-B036DD9C,,Packaging seal already broken upon purchase.,50.19,95.0,139.81,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-1CE115EF,2023-10-14,2.691131,101.906167,MED-F1BD0EC9,FAC-3CDFE1CB,Multiple neighbours bought same batch; all reported ineffectiveness.,5.45,8.5,3.05,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-3625B181,2023-12-05,2.159064,102.206249,MED-B85A6ED2,FAC-19FADAF6,No improvement after full course; lab test confirmed inactive ingredient.,3.1,5.5,2.4,True,Melaka Tengah,Melaka,Melaka,75000
CMP-C605F70A,2023-03-26,3.163435,101.701155,MED-9EB4B8D6,,Seller refused to provide receipt; medicine stored without refrigeration.,2.43,7.0,11.57,True,Alor Gajah,Alor Gajah,Melaka,78000
CMP-D62E252F,2022-05-05,3.160951,101.700236,MED-48A0F963,,Blister pack labelling inconsistent with MOH-registered product.,8.61,12.0,15.39,False,Sepang,Sepang,Selangor,43900
CMP-2E7019EF,2024-04-25,3.163354,101.731317,MED-B85A6ED2,FAC-8CEDD07B,Patient hospitalised after consumption; batch number not in national registry.,3.34,5.5,2.16,False,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-598064D9,2023-04-11,2.195716,102.246347,MED-A2FD86E4,,Multiple neighbours bought same batch; all reported ineffectiveness.,9.67,22.0,34.33,True,Langkawi,Kuah,Kedah,07000
CMP-22D1C513,2023-08-04,3.1142,101.639477,MED-B036DD9C,FAC-ADA334AB,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,114.27,95.0,19.27,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-33F328C3,2022-08-31,1.461072,103.758963,MED-9EB4B8D6,,Packaging seal already broken upon purchase.,5.18,7.0,8.82,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-7745DEB2,2024-04-10,3.079826,101.530284,MED-C029044A,,Price was 60% below standard — suspect adulterated product.,3.84,9.0,14.16,False,Langkawi,Kuah,Kedah,07000
CMP-D2B2A275,2022-10-09,2.723827,101.942878,MED-C029044A,,Medicine purchased from street vendor near the market.,4.55,9.0,13.45,False,Muar,Muar,Johor,84000
CMP-52D38ACE,2023-09-30,1.463214,103.760138,MED-80150E17,,Patient hospitalised after consumption; batch number not in national registry.,6.43,18.0,29.57,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-C5BBB0A8,2024-07-29,2.729512,101.969039,MED-94DCD221,FAC-4C4DEC32,Unusual smell and texture; patient developed a rash after use.,7.09,6.0,1.09,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-54414E65,2022-05-06,3.079897,101.529055,MED-B85A6ED2,,Expiry date appears tampered — original date scratched off.,2.43,5.5,8.57,False,Batu Pahat,Batu Pahat,Johor,83000
CMP-356834B4,2022-03-31,2.193721,102.247183,MED-0A195B42,,Outer box appeared genuine but inner foil pack had no hologram.,7.94,14.0,20.06,False,Titiwangsa,Kuala Lumpur,Kuala Lumpur,53200
CMP-D61C7B0D,2024-12-25,4.589748,101.077596,MED-28EB3902,,Multiple neighbours bought same batch; all reported ineffectiveness.,36.49,55.0,73.51,True,Teluk Intan,Teluk Intan,Perak,36000
CMP-E2CB00C0,2022-09-25,1.488443,103.748352,MED-87F56986,FAC-4692ED35,Medicine purchased from street vendor near the market.,7.91,8.0,0.09,False,Skudai,Johor Bahru,Johor,81300
CMP-AF3D306C,2023-03-02,2.228547,102.260711,MED-9EB4B8D6,FAC-0218137B,Seller refused to provide receipt; medicine stored without refrigeration.,6.28,7.0,0.72,False,Melaka Tengah,Melaka,Melaka,75000
CMP-BF5CB0CA,2024-12-03,3.083165,101.508922,MED-94DCD221,FAC-5E4DE973,Outer box appeared genuine but inner foil pack had no hologram.,3.5,6.0,2.5,False,Shah Alam,Shah Alam,Selangor,40000
CMP-B97005BD,2024-04-21,4.640287,101.09582,MED-94DCD221,FAC-28F771B5,Unusual smell and texture; patient developed a rash after use.,7.22,6.0,1.22,True,Ipoh,Ipoh,Perak,30000
CMP-ADDAAEC6,2024-04-14,3.130755,101.707922,MED-87F56986,FAC-9781E0DC,Expiry date appears tampered — original date scratched off.,9.83,8.0,1.83,True,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-1827387D,2024-05-21,3.165338,101.697896,MED-D0A5410E,,Seller refused to provide receipt; medicine stored without refrigeration.,1.92,4.0,6.08,True,Ampang,Ampang,Selangor,68000
CMP-53348034,2022-01-14,2.167267,102.226452,MED-28EB3902,FAC-2C0C96B7,Multiple neighbours bought same batch; all reported ineffectiveness.,49.18,55.0,5.82,False,Jasin,Jasin,Melaka,77000
CMP-3EE2AC1E,2023-09-05,3.089407,101.46615,MED-80150E17,FAC-F9EE4390,Unusual smell and texture; patient developed a rash after use.,9.7,18.0,8.3,False,Petaling Jaya,Petaling Jaya,Selangor,47800
CMP-E4ED330A,2024-03-03,1.45876,103.758763,MED-9EB4B8D6,,Online purchase via Telegram; seller account now deleted.,2.97,7.0,11.03,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-7CB03EC3,2024-06-13,3.040798,101.495642,MED-F1BD0EC9,FAC-2D52E3F2,Multiple neighbours bought same batch; all reported ineffectiveness.,9.23,8.5,0.73,False,Puchong,Puchong,Selangor,47100
CMP-46AD420A,2022-06-24,3.099219,101.698283,MED-B036DD9C,FAC-44382B09,Unusual smell and texture; patient developed a rash after use.,92.85,95.0,2.15,True,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-5A654D7A,2024-07-28,2.754387,101.928525,MED-59EB08A3,FAC-8F026DD1,Outer box appeared genuine but inner foil pack had no hologram.,13.27,12.0,1.27,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-B8BA9375,2024-06-13,3.080721,101.530642,MED-F1BD0EC9,,Packaging seal already broken upon purchase.,3.1,8.5,13.9,True,Jasin,Jasin,Melaka,77000
CMP-79303BB1,2024-09-02,3.157748,101.695504,MED-9EB4B8D6,,Unusual smell and texture; patient developed a rash after use.,2.73,7.0,11.27,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-5DF99620,2022-09-18,3.046692,101.44701,MED-BFB0E7CA,,Price was 60% below standard — suspect adulterated product.,21.65,30.0,38.35,True,Kajang,Kajang,Selangor,43000
CMP-CB3AC074,2023-02-16,3.081456,101.530493,MED-94DCD221,,Tablet colour differs from usual; patient experienced no relief.,3.02,6.0,8.98,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-61289B41,2023-05-05,2.751065,101.929196,MED-B036DD9C,FAC-8F026DD1,Outer box appeared genuine but inner foil pack had no hologram.,50.24,95.0,44.76,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-04F7792F,2024-12-01,2.210245,102.232271,MED-48A0F963,FAC-7CD58BBC,Unusual smell and texture; patient developed a rash after use.,6.97,12.0,5.03,False,Melaka Tengah,Melaka,Melaka,75000
CMP-B3BD9FE1,2023-02-25,5.445151,100.302885,MED-D0A5410E,FAC-AD254158,No improvement after full course; lab test confirmed inactive ingredient.,2.32,4.0,1.68,True,Georgetown,Georgetown,Penang,10000
CMP-AB0545E5,2024-11-05,3.046643,101.442065,MED-FB58034C,,No improvement after full course; lab test confirmed inactive ingredient.,7.76,22.0,36.24,False,Kajang,Kajang,Selangor,43000
CMP-F172F9BB,2024-05-15,2.195611,102.248698,MED-A2FD86E4,,Patient hospitalised after consumption; batch number not in national registry.,9.83,22.0,34.17,False,Jasin,Jasin,Melaka,77000
CMP-C6DF0CCE,2022-11-26,2.138613,102.242959,MED-9EB4B8D6,FAC-5FB1305A,Unusual smell and texture; patient developed a rash after use.,5.0,7.0,2.0,False,Alor Gajah,Alor Gajah,Melaka,78000
CMP-01C54FD2,2024-01-09,3.144703,101.652389,MED-A2FD86E4,FAC-8B877AB2,Seller refused to provide receipt; medicine stored without refrigeration.,11.89,22.0,10.11,True,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-B2234333,2024-04-25,3.161469,101.70329,MED-28EB3902,,Multiple neighbours bought same batch; all reported ineffectiveness.,39.62,55.0,70.38,True,Batu Pahat,Batu Pahat,Johor,83000
CMP-829EFDC0,2022-01-08,3.07953,101.531879,MED-D0A5410E,,Patient hospitalised after consumption; batch number not in national registry.,1.41,4.0,6.59,False,Skudai,Johor Bahru,Johor,81300
CMP-7AEAE1E3,2023-04-30,1.461225,103.759046,MED-28EB3902,,Seller refused to provide receipt; medicine stored without refrigeration.,16.68,55.0,93.32,False,Jasin,Jasin,Melaka,77000
CMP-28AE5A04,2022-08-10,3.15839,101.695409,MED-F1BD0EC9,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,4.29,8.5,12.71,True,Sungai Petani,Sungai Petani,Kedah,08000
CMP-6755C69A,2022-05-28,3.130954,101.707634,MED-FB58034C,FAC-9781E0DC,Seller refused to provide receipt; medicine stored without refrigeration.,22.38,22.0,0.38,False,Chow Kit,Kuala Lumpur,Kuala Lumpur,50350
CMP-4EEC5FE4,2022-05-29,2.752449,101.92864,MED-C029044A,FAC-8F026DD1,Barcode does not scan; product unverifiable in MOH system.,8.14,9.0,0.86,True,Seremban,Seremban,Negeri Sembilan,70000
CMP-0C891D17,2023-02-23,5.425236,100.341152,MED-B85A6ED2,,Expiry date appears tampered — original date scratched off.,3.06,5.5,7.94,True,Rembau,Rembau,Negeri Sembilan,71300
CMP-31A10230,2022-02-23,5.64559,100.486439,MED-28EB3902,,Blister pack labelling inconsistent with MOH-registered product.,22.22,55.0,87.78,True,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-AFFBBA84,2024-10-22,5.644611,100.487053,MED-A601320E,,Capsule dissolves immediately unlike genuine product; suspected counterfeit.,12.46,18.5,24.54,True,Melaka Tengah,Melaka,Melaka,75000
CMP-4DCFD46B,2022-02-07,3.044666,101.442734,MED-48A0F963,,Expiry date appears tampered — original date scratched off.,6.96,12.0,17.04,False,Kulai,Kulai,Johor,81000
CMP-1CD0F8FA,2022-11-27,3.116837,101.642804,MED-B85A6ED2,FAC-ADA334AB,Outer box appeared genuine but inner foil pack had no hologram.,3.68,5.5,1.82,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-F07CF2FE,2022-09-26,3.080458,101.527659,MED-9EB4B8D6,,Online purchase via Telegram; seller account now deleted.,2.79,7.0,11.21,True,Langkawi,Kuah,Kedah,07000
CMP-4D635254,2023-01-26,4.643527,101.095691,MED-0A195B42,FAC-28F771B5,Seller refused to provide receipt; medicine stored without refrigeration.,9.41,14.0,4.59,True,Ipoh,Ipoh,Perak,30000
CMP-0EB595FB,2024-10-05,2.167686,102.226907,MED-48A0F963,FAC-2C0C96B7,Online purchase via Telegram; seller account now deleted.,11.96,12.0,0.04,False,Jasin,Jasin,Melaka,77000
CMP-5C3415ED,2022-12-06,3.083273,101.507732,MED-B71DF9FF,FAC-5E4DE973,Multiple neighbours bought same batch; all reported ineffectiveness.,6.7,6.5,0.2,True,Shah Alam,Shah Alam,Selangor,40000
CMP-37CC1684,2023-09-06,3.157414,101.699829,MED-B85A6ED2,,Blister pack labelling inconsistent with MOH-registered product.,2.21,5.5,8.79,False,Rembau,Rembau,Negeri Sembilan,71300
CMP-A389171C,2023-07-10,2.158279,102.207187,MED-F1BD0EC9,FAC-19FADAF6,Online purchase via Telegram; seller account now deleted.,8.63,8.5,0.13,True,Melaka Tengah,Melaka,Melaka,75000
CMP-28EA4738,2024-05-03,5.456024,100.304978,MED-1711A01F,FAC-E4D0C2D8,Patient hospitalised after consumption; batch number not in national registry.,1.79,2.5,0.71,False,Bukit Mertajam,Bukit Mertajam,Penang,14000
CMP-2B4E220E,2023-11-05,3.163009,101.698298,MED-28EB3902,,Packaging seal already broken upon purchase.,40.97,55.0,69.03,True,Jasin,Jasin,Melaka,77000
CMP-78555067,2023-08-05,3.158277,101.699941,MED-F1BD0EC9,,No improvement after full course; lab test confirmed inactive ingredient.,3.26,8.5,13.74,True,Puchong,Puchong,Selangor,47100
CMP-B583AC63,2023-09-05,1.46225,103.762609,MED-B036DD9C,,Medicine purchased from street vendor near the market.,64.06,95.0,125.94,True,Ampang,Ampang,Selangor,68000
CMP-5604AAD5,2024-11-23,3.164842,101.698922,MED-BFB0E7CA,,Seller refused to provide receipt; medicine stored without refrigeration.,10.11,30.0,49.89,False,Skudai,Johor Bahru,Johor,81300
CMP-5F41D241,2022-12-26,3.039974,101.494444,MED-BFB0E7CA,FAC-2D52E3F2,Expiry date appears tampered — original date scratched off.,20.36,30.0,9.64,True,Puchong,Puchong,Selangor,47100
CMP-A3EDBC86,2023-02-26,3.164285,101.693939,MED-87F56986,,Unusual smell and texture; patient developed a rash after use.,5.84,8.0,10.16,False,Bayan Lepas,Bayan Lepas,Penang,11900
CMP-D185BA11,2022-10-02,2.209261,102.232994,MED-0A195B42,FAC-7CD58BBC,Blister pack labelling inconsistent with MOH-registered product.,11.86,14.0,2.14,False,Melaka Tengah,Melaka,Melaka,75000
CMP-2B293355,2024-02-24,5.450333,100.289451,MED-28EB3902,FAC-0A5D8A94,Packaging seal already broken upon purchase.,31.36,55.0,23.64,True,Seberang Perai,Perai,Penang,13600
CMP-BE4DF262,2024-10-25,5.450824,100.289895,MED-94DCD221,FAC-0A5D8A94,Blister pack labelling inconsistent with MOH-registered product.,4.65,6.0,1.35,True,Seberang Perai,Perai,Penang,13600
CMP-A9C83974,2023-06-26,3.078543,101.529779,MED-BFB0E7CA,,Multiple neighbours bought same batch; all reported ineffectiveness.,18.91,30.0,41.09,False,Alor Setar,Alor Setar,Kedah,05000
CMP-9B7128DE,2023-06-26,3.114211,101.639067,MED-48A0F963,FAC-ADA334AB,Packaging seal already broken upon purchase.,12.33,12.0,0.33,False,Wangsa Maju,Kuala Lumpur,Kuala Lumpur,53300
CMP-D68ACDCA,2022-05-19,5.427363,100.342077,MED-1711A01F,,Barcode does not scan; product unverifiable in MOH system.,1.49,2.5,3.51,False,Iskandar Puteri,Johor Bahru,Johor,79100
CMP-89B5F032,2023-08-19,3.161715,101.730936,MED-BFB0E7CA,FAC-8CEDD07B,Outer box appeared genuine but inner foil pack had no hologram.,29.98,30.0,0.02,True,Brickfields,Kuala Lumpur,Kuala Lumpur,50470
CMP-FA6C3D4C,2024-11-28,2.194665,102.246606,MED-F1BD0EC9,,Price was 60% below standard — suspect adulterated product.,4.06,8.5,12.94,False,Melaka Tengah,Melaka,Melaka,75000
CMP-DBC7BEDF,2022-11-05,3.044599,101.446435,MED-0A195B42,,Price was 60% below standard — suspect adulterated product.,4.91,14.0,23.09,True,Batu Pahat,Batu Pahat,Johor,83000
CMP-C8D2611E,2022-07-08,3.158415,101.69865,MED-1711A01F,,Tablet colour differs from usual; patient experienced no relief.,1.55,2.5,3.45,False,Seremban,Seremban,Negeri Sembilan,70000
CMP-6F355E92,2023-03-02,1.460998,103.75739,MED-F1BD0EC9,,Tablet colour differs from usual; patient experienced no relief.,3.49,8.5,13.51,True,Kampar,Kampar,Perak,31400
CMP-318F8C59,2023-03-29,1.460199,103.757907,MED-D0A5410E,,Price was 60% below standard — suspect adulterated product.,1.38,4.0,6.62,True,Muar,Muar,Johor,84000
CMP-349294C4,2022-06-30,3.048333,101.44671,MED-28EB3902,,Outer box appeared genuine but inner foil pack had no hologram.,20.96,55.0,89.04,False,Jasin,Jasin,Melaka,77000
CMP-3AEB5580,2024-10-28,5.424991,100.341889,MED-0A195B42,,Tablet colour differs from usual; patient experienced no relief.,6.45,14.0,21.55,False,Skudai,Johor Bahru,Johor,81300
CMP-66111F49,2023-12-25,3.165754,101.697764,MED-C029044A,,Unusual smell and texture; patient developed a rash after use.,5.82,9.0,12.18,False,Bangsar,Kuala Lumpur,Kuala Lumpur,59000
CMP-C9265538,2022-05-04,3.157106,101.700032,MED-28EB3902,,Online purchase via Telegram; seller account now deleted.,23.66,55.0,86.34,False,Johor Bahru,Johor Bahru,Johor,80000
CMP-5105A3E6,2022-09-05,4.59047,101.081122,MED-B85A6ED2,,Outer box appeared genuine but inner foil pack had no hologram.,3.66,5.5,7.34,False,Nilai,Nilai,Negeri Sembilan,71800
CMP-A54044A6,2024-12-01,3.15934,101.693333,MED-94DCD221,,Multiple neighbours bought same batch; all reported ineffectiveness.,2.37,6.0,9.63,True,Sentul,Kuala Lumpur,Kuala Lumpur,51000
CMP-6E3FA180,2024-02-15,1.489588,103.747807,MED-A601320E,FAC-4692ED35,Expiry date appears tampered — original date scratched off.,16.75,18.5,1.75,False,Skudai,Johor Bahru,Johor,81300
CMP-038C38D8,2023-05-29,5.646849,100.489927,MED-1711A01F,,Medicine purchased from street vendor near the market.,1.61,2.5,3.39,False,Shah Alam,Shah Alam,Selangor,40000
CMP-71CEBBC3,2023-02-09,4.588614,101.081625,MED-28EB3902,,Online purchase via Telegram; seller account now deleted.,32.64,55.0,77.36,True,Langkawi,Kuah,Kedah,07000
